x,y,z,success,pos_err,ori_err,cond,j0,j1,j2,j3,j4,j5,message
0.3100,-0.2800,0.2000,1,0.00000,0.00000,34.9,1.2518,1.5744,-0.3243,0.0518,-1.2402,0.1806,"Planning succeeded: pos_err=0.0000m, cond=34.9, min_dist=1.000m"
0.3100,-0.2800,0.2200,1,0.00000,0.00000,30.7,1.2644,1.5109,-0.2507,0.0916,-1.2816,0.2025,"Planning succeeded: pos_err=0.0000m, cond=30.7, min_dist=1.000m"
0.3100,-0.2800,0.2400,1,0.00000,0.00000,27.5,1.2767,1.4410,-0.1754,0.1302,-1.3053,0.2342,"Planning succeeded: pos_err=0.0000m, cond=27.5, min_dist=1.000m"
0.3100,-0.2800,0.2600,1,0.00000,0.00000,24.8,1.2882,1.3631,-0.0974,0.1671,-1.3078,0.2723,"Planning succeeded: pos_err=0.0000m, cond=24.8, min_dist=1.000m"
0.3100,-0.2800,0.2800,1,0.00000,0.00000,22.5,1.2988,1.2772,-0.0188,0.2024,-1.2873,0.3134,"Planning succeeded: pos_err=0.0000m, cond=22.5, min_dist=1.000m"
0.3100,-0.2800,0.3000,1,0.00000,0.00000,20.7,1.3083,1.1853,0.0563,0.2368,-1.2448,0.3539,"Planning succeeded: pos_err=0.0000m, cond=20.7, min_dist=1.000m"
0.3100,-0.2800,0.3200,1,0.00000,0.00000,19.1,1.3167,1.0907,0.1234,0.2711,-1.1845,0.3916,"Planning succeeded: pos_err=0.0000m, cond=19.1, min_dist=1.000m"
0.3100,-0.2800,0.3400,1,0.00000,0.00000,17.8,1.3239,0.9966,0.1796,0.3060,-1.1118,0.4251,"Planning succeeded: pos_err=0.0000m, cond=17.8, min_dist=1.000m"
0.3100,-0.2800,0.3600,1,0.00000,0.00000,16.7,1.3298,0.9056,0.2238,0.3421,-1.0327,0.4545,"Planning succeeded: pos_err=0.0000m, cond=16.7, min_dist=1.000m"
0.3100,-0.2800,0.3800,1,0.00000,0.00000,15.9,1.3343,0.8193,0.2563,0.3797,-0.9522,0.4799,"Planning succeeded: pos_err=0.0000m, cond=15.9, min_dist=1.000m"
0.3100,-0.2800,0.4000,1,0.00000,0.00000,15.2,1.3375,0.7386,0.2786,0.4186,-0.8734,0.5019,"Planning succeeded: pos_err=0.0000m, cond=15.2, min_dist=1.000m"
0.3100,-0.2600,0.0000,0,0.18145,0.00000,0.0,1.2428,1.9897,-1.5201,-1.6330,-0.0878,1.1678,"IK failed: position error=0.1814m, orientation error=0.0000rad"
0.3100,-0.2600,0.0200,0,0.10632,0.00000,0.0,1.2737,1.9897,-1.3745,-0.1304,-0.0026,1.1256,"IK failed: position error=0.1063m, orientation error=0.0000rad"
0.3100,-0.2600,0.0400,0,0.04425,0.00000,0.0,1.2841,1.9897,-1.1477,0.0929,-0.2952,0.8915,"IK failed: position error=0.0442m, orientation error=0.0000rad"
0.3100,-0.2600,0.0600,0,0.01181,0.00000,0.0,1.2890,1.9897,-0.9902,0.0756,-0.5905,0.5048,"IK failed: position error=0.0118m, orientation error=0.0000rad"
0.3100,-0.2600,0.0800,1,0.00000,0.00000,118.7,1.2756,1.9663,-0.8862,0.0018,-0.7805,0.2817,"Planning succeeded: pos_err=0.0000m, cond=118.7, min_dist=1.000m"
0.3100,-0.2600,0.1000,1,0.00000,0.00000,83.4,1.2600,1.9024,-0.7697,-0.0581,-0.9125,0.1858,"Planning succeeded: pos_err=0.0000m, cond=83.4, min_dist=1.000m"
0.3100,-0.2600,0.1200,1,0.00000,0.00000,64.6,1.2521,1.8254,-0.6467,-0.0827,-1.0063,0.1500,"Planning succeeded: pos_err=0.0000m, cond=64.6, min_dist=1.000m"
0.3100,-0.2600,0.1400,1,0.00000,0.00000,52.4,1.2534,1.7516,-0.5361,-0.0750,-1.0819,0.1353,"Planning succeeded: pos_err=0.0000m, cond=52.4, min_dist=1.000m"
0.3100,-0.2600,0.1600,1,0.00000,0.00000,43.8,1.2614,1.6858,-0.4425,-0.0458,-1.1507,0.1310,"Planning succeeded: pos_err=0.0000m, cond=43.8, min_dist=1.000m"
0.3100,-0.2600,0.1800,1,0.00000,0.00000,37.4,1.2733,1.6257,-0.3620,-0.0059,-1.2142,0.1374,"Planning succeeded: pos_err=0.0000m, cond=37.4, min_dist=1.000m"
0.3100,-0.2600,0.2000,1,0.00000,0.00000,32.6,1.2871,1.5669,-0.2890,0.0380,-1.2694,0.1558,"Planning succeeded: pos_err=0.0000m, cond=32.6, min_dist=1.000m"
0.3100,-0.2600,0.2200,1,0.00000,0.00000,28.8,1.3013,1.5054,-0.2182,0.0819,-1.3121,0.1856,"Planning succeeded: pos_err=0.0000m, cond=28.8, min_dist=1.000m"
0.3100,-0.2600,0.2400,1,0.00000,0.00000,25.8,1.3149,1.4379,-0.1460,0.1243,-1.3381,0.2247,"Planning succeeded: pos_err=0.0000m, cond=25.8, min_dist=1.000m"
0.3100,-0.2600,0.2600,1,0.00000,0.00000,23.3,1.3278,1.3624,-0.0711,0.1645,-1.3437,0.2697,"Planning succeeded: pos_err=0.0000m, cond=23.3, min_dist=1.000m"
0.3100,-0.2600,0.2800,1,0.00000,0.00000,21.3,1.3397,1.2786,0.0054,0.2030,-1.3268,0.3172,"Planning succeeded: pos_err=0.0000m, cond=21.3, min_dist=1.000m"
0.3100,-0.2600,0.3000,1,0.00000,0.00000,19.5,1.3506,1.1879,0.0797,0.2402,-1.2872,0.3635,"Planning succeeded: pos_err=0.0000m, cond=19.5, min_dist=1.000m"
0.3100,-0.2600,0.3200,1,0.00000,0.00000,18.1,1.3602,1.0928,0.1477,0.2770,-1.2278,0.4060,"Planning succeeded: pos_err=0.0000m, cond=18.1, min_dist=1.000m"
0.3100,-0.2600,0.3400,1,0.00000,0.00000,16.9,1.3684,0.9968,0.2055,0.3140,-1.1536,0.4435,"Planning succeeded: pos_err=0.0000m, cond=16.9, min_dist=1.000m"
0.3100,-0.2600,0.3600,1,0.00000,0.00000,15.9,1.3751,0.9028,0.2514,0.3519,-1.0706,0.4756,"Planning succeeded: pos_err=0.0000m, cond=15.9, min_dist=1.000m"
0.3100,-0.2600,0.3800,1,0.00000,0.00000,15.1,1.3801,0.8132,0.2853,0.3912,-0.9846,0.5029,"Planning succeeded: pos_err=0.0000m, cond=15.1, min_dist=1.000m"
0.3100,-0.2600,0.4000,1,0.00000,0.00000,14.5,1.3834,0.7291,0.3082,0.4317,-0.8997,0.5260,"Planning succeeded: pos_err=0.0000m, cond=14.5, min_dist=1.000m"
0.3100,-0.2400,0.0000,0,0.16615,0.00000,0.0,1.3237,1.9897,-1.4739,-1.5596,0.0197,1.2026,"IK failed: position error=0.1662m, orientation error=0.0000rad"
0.3100,-0.2400,0.0200,0,0.10929,0.00000,0.0,1.3146,1.9897,-1.3744,-0.0441,-0.0014,1.1367,"IK failed: position error=0.1093m, orientation error=0.0000rad"
0.3100,-0.2400,0.0400,0,0.04041,0.00000,0.0,1.3246,1.9897,-1.0877,0.0706,-0.4026,0.7758,"IK failed: position error=0.0404m, orientation error=0.0000rad"
0.3100,-0.2400,0.0600,0,0.01115,0.00000,0.0,1.3242,1.9897,-0.9543,0.0432,-0.6544,0.4146,"IK failed: position error=0.0112m, orientation error=0.0000rad"
0.3100,-0.2400,0.0800,1,0.00000,0.00000,105.1,1.3075,1.9549,-0.8414,-0.0325,-0.8233,0.2018,"Planning succeeded: pos_err=0.0000m, cond=105.1, min_dist=1.000m"
0.3100,-0.2400,0.1000,1,0.00000,0.00000,76.1,1.2904,1.8881,-0.7245,-0.0927,-0.9445,0.1077,"Planning succeeded: pos_err=0.0000m, cond=76.1, min_dist=1.000m"
0.3100,-0.2400,0.1200,1,0.00000,0.00000,59.6,1.2821,1.8140,-0.6077,-0.1163,-1.0344,0.0769,"Planning succeeded: pos_err=0.0000m, cond=59.6, min_dist=1.000m"
0.3100,-0.2400,0.1400,1,0.00000,0.00000,48.7,1.2840,1.7424,-0.5013,-0.1054,-1.1083,0.0716,"Planning succeeded: pos_err=0.0000m, cond=48.7, min_dist=1.000m"
0.3100,-0.2400,0.1600,1,0.00000,0.00000,41.0,1.2934,1.6776,-0.4094,-0.0715,-1.1757,0.0781,"Planning succeeded: pos_err=0.0000m, cond=41.0, min_dist=1.000m"
0.3100,-0.2400,0.1800,1,0.00000,0.00000,35.2,1.3071,1.6185,-0.3303,-0.0262,-1.2388,0.0950,"Planning succeeded: pos_err=0.0000m, cond=35.2, min_dist=1.000m"
0.3100,-0.2400,0.2000,1,0.00000,0.00000,30.8,1.3227,1.5613,-0.2593,0.0228,-1.2948,0.1233,"Planning succeeded: pos_err=0.0000m, cond=30.8, min_dist=1.000m"
0.3100,-0.2400,0.2200,1,0.00000,0.00000,27.3,1.3385,1.5021,-0.1916,0.0712,-1.3397,0.1624,"Planning succeeded: pos_err=0.0000m, cond=27.3, min_dist=1.000m"
0.3100,-0.2400,0.2400,1,0.00000,0.00000,24.5,1.3538,1.4377,-0.1232,0.1176,-1.3694,0.2102,"Planning succeeded: pos_err=0.0000m, cond=24.5, min_dist=1.000m"
0.3100,-0.2400,0.2600,1,0.00000,0.00000,22.2,1.3682,1.3657,-0.0522,0.1617,-1.3802,0.2634,"Planning succeeded: pos_err=0.0000m, cond=22.2, min_dist=1.000m"
0.3100,-0.2400,0.2800,1,0.00000,0.00000,20.3,1.3816,1.2854,0.0211,0.2038,-1.3693,0.3184,"Planning succeeded: pos_err=0.0000m, cond=20.3, min_dist=1.000m"
0.3100,-0.2400,0.3000,1,0.00000,0.00000,18.6,1.3940,1.1971,0.0939,0.2445,-1.3356,0.3718,"Planning succeeded: pos_err=0.0000m, cond=18.6, min_dist=1.000m"
0.3100,-0.2400,0.3200,1,0.00000,0.00000,17.3,1.4052,1.1028,0.1624,0.2843,-1.2802,0.4207,"Planning succeeded: pos_err=0.0000m, cond=17.3, min_dist=1.000m"
0.3100,-0.2400,0.3400,1,0.00000,0.00000,16.1,1.4148,1.0056,0.2224,0.3240,-1.2069,0.4635,"Planning succeeded: pos_err=0.0000m, cond=16.1, min_dist=1.000m"
0.3100,-0.2400,0.3600,1,0.00000,0.00000,15.2,1.4226,0.9088,0.2710,0.3642,-1.1214,0.4995,"Planning succeeded: pos_err=0.0000m, cond=15.2, min_dist=1.000m"
0.3100,-0.2400,0.3800,1,0.00000,0.00000,14.5,1.4284,0.8152,0.3074,0.4053,-1.0299,0.5293,"Planning succeeded: pos_err=0.0000m, cond=14.5, min_dist=1.000m"
0.3100,-0.2400,0.4000,1,0.00000,0.00000,13.9,1.4321,0.7270,0.3321,0.4475,-0.9382,0.5539,"Planning succeeded: pos_err=0.0000m, cond=13.9, min_dist=1.000m"
0.3100,-0.2200,0.0000,0,0.09602,0.00000,0.0,1.3694,1.9897,-1.3162,-0.5989,0.0641,0.9421,"IK failed: position error=0.0960m, orientation error=0.0000rad"
0.3100,-0.2200,0.0200,0,0.11203,0.00000,0.0,1.3563,1.9897,-1.3744,0.0401,-0.0005,0.8419,"IK failed: position error=0.1120m, orientation error=0.0000rad"
0.3100,-0.2200,0.0400,0,0.04228,0.00000,0.0,1.3639,1.9897,-1.0544,0.0474,-0.4807,0.5167,"IK failed: position error=0.0423m, orientation error=0.0000rad"
0.3100,-0.2200,0.0600,1,0.00942,0.00000,147.6,1.3540,1.9897,-0.9229,-0.0118,-0.7027,0.2551,"Planning succeeded: pos_err=0.0094m, cond=147.6, min_dist=1.000m"
0.3100,-0.2200,0.0800,1,0.00000,0.00000,95.5,1.3351,1.9452,-0.8048,-0.0843,-0.8563,0.0856,"Planning succeeded: pos_err=0.0000m, cond=95.5, min_dist=1.000m"
0.3100,-0.2200,0.1000,1,0.00000,0.00000,70.4,1.3185,1.8776,-0.6898,-0.1374,-0.9700,0.0041,"Planning succeeded: pos_err=0.0000m, cond=70.4, min_dist=1.000m"
0.3100,-0.2200,0.1200,1,0.00000,0.00000,55.6,1.3111,1.8060,-0.5781,-0.1553,-1.0577,-0.0175,"Planning succeeded: pos_err=0.0000m, cond=55.6, min_dist=1.000m"
0.3100,-0.2200,0.1400,1,0.00000,0.00000,45.8,1.3142,1.7362,-0.4745,-0.1392,-1.1306,-0.0101,"Planning succeeded: pos_err=0.0000m, cond=45.8, min_dist=1.000m"
0.3100,-0.2200,0.1600,1,0.00000,0.00000,38.8,1.3253,1.6719,-0.3833,-0.0997,-1.1971,0.0103,"Planning succeeded: pos_err=0.0000m, cond=38.8, min_dist=1.000m"
0.3100,-0.2200,0.1800,1,0.00000,0.00000,33.5,1.3410,1.6131,-0.3046,-0.0484,-1.2596,0.0404,"Planning succeeded: pos_err=0.0000m, cond=33.5, min_dist=1.000m"
0.3100,-0.2200,0.2000,1,0.00000,0.00000,29.3,1.3585,1.5572,-0.2351,0.0062,-1.3165,0.0807,"Planning succeeded: pos_err=0.0000m, cond=29.3, min_dist=1.000m"
0.3100,-0.2200,0.2200,1,0.00000,0.00000,26.1,1.3762,1.5005,-0.1703,0.0597,-1.3642,0.1309,"Planning succeeded: pos_err=0.0000m, cond=26.1, min_dist=1.000m"
0.3100,-0.2200,0.2400,1,0.00000,0.00000,23.4,1.3932,1.4396,-0.1062,0.1106,-1.3986,0.1889,"Planning succeeded: pos_err=0.0000m, cond=23.4, min_dist=1.000m"
0.3100,-0.2200,0.2600,1,0.00000,0.00000,21.2,1.4092,1.3723,-0.0402,0.1588,-1.4162,0.2516,"Planning succeeded: pos_err=0.0000m, cond=21.2, min_dist=1.000m"
0.3100,-0.2200,0.2800,1,0.00000,0.00000,19.4,1.4243,1.2969,0.0284,0.2051,-1.4139,0.3157,"Planning succeeded: pos_err=0.0000m, cond=19.4, min_dist=1.000m"
0.3100,-0.2200,0.3000,1,0.00000,0.00000,17.9,1.4386,1.2130,0.0981,0.2499,-1.3894,0.3777,"Planning succeeded: pos_err=0.0000m, cond=17.9, min_dist=1.000m"
0.3100,-0.2200,0.3200,1,0.00000,0.00000,16.6,1.4517,1.1217,0.1660,0.2938,-1.3422,0.4349,"Planning succeeded: pos_err=0.0000m, cond=16.6, min_dist=1.000m"
0.3100,-0.2200,0.3400,1,0.00000,0.00000,15.5,1.4633,1.0250,0.2279,0.3372,-1.2740,0.4848,"Planning succeeded: pos_err=0.0000m, cond=15.5, min_dist=1.000m"
0.3100,-0.2200,0.3600,1,0.00000,0.00000,14.7,1.4728,0.9260,0.2802,0.3803,-1.1891,0.5266,"Planning succeeded: pos_err=0.0000m, cond=14.7, min_dist=1.000m"
0.3100,-0.2200,0.3800,1,0.00000,0.00000,14.0,1.4799,0.8282,0.3206,0.4238,-1.0936,0.5603,"Planning succeeded: pos_err=0.0000m, cond=14.0, min_dist=1.000m"
0.3100,-0.2200,0.4000,1,0.00000,0.00000,13.4,1.4843,0.7348,0.3486,0.4679,-0.9944,0.5872,"Planning succeeded: pos_err=0.0000m, cond=13.4, min_dist=1.000m"
0.3100,-0.2000,0.0000,0,0.11929,0.00000,0.0,1.3985,1.9897,-1.3546,-0.0623,0.0181,0.2063,"IK failed: position error=0.1193m, orientation error=0.0000rad"
0.3100,-0.2000,0.0200,0,0.08873,0.00000,0.0,1.3979,1.9897,-1.2558,-0.0099,-0.1433,0.2367,"IK failed: position error=0.0887m, orientation error=0.0000rad"
0.3100,-0.2000,0.0400,0,0.03459,0.00000,0.0,1.3870,1.9897,-1.0114,-0.0669,-0.5257,0.1573,"IK failed: position error=0.0346m, orientation error=0.0000rad"
0.3100,-0.2000,0.0600,1,0.00404,0.00000,132.7,1.3712,1.9897,-0.8916,-0.1199,-0.7339,0.0339,"Planning succeeded: pos_err=0.0040m, cond=132.7, min_dist=1.000m"
0.3100,-0.2000,0.0800,1,0.00000,0.00000,88.2,1.3549,1.9389,-0.7803,-0.1668,-0.8812,-0.0743,"Planning succeeded: pos_err=0.0000m, cond=88.2, min_dist=1.000m"
0.3100,-0.2000,0.1000,1,0.00000,0.00000,65.9,1.3424,1.8728,-0.6691,-0.1984,-0.9917,-0.1325,"Planning succeeded: pos_err=0.0000m, cond=65.9, min_dist=1.000m"
0.3100,-0.2000,0.1200,1,0.00000,0.00000,52.5,1.3382,1.8031,-0.5602,-0.2024,-1.0785,-0.1391,"Planning succeeded: pos_err=0.0000m, cond=52.5, min_dist=1.000m"
0.3100,-0.2000,0.1400,1,0.00000,0.00000,43.5,1.3437,1.7341,-0.4574,-0.1771,-1.1509,-0.1147,"Planning succeeded: pos_err=0.0000m, cond=43.5, min_dist=1.000m"
0.3100,-0.2000,0.1600,1,0.00000,0.00000,37.0,1.3570,1.6693,-0.3652,-0.1303,-1.2161,-0.0765,"Planning succeeded: pos_err=0.0000m, cond=37.0, min_dist=1.000m"
0.3100,-0.2000,0.1800,1,0.00000,0.00000,32.1,1.3749,1.6099,-0.2853,-0.0724,-1.2775,-0.0299,"Planning succeeded: pos_err=0.0000m, cond=32.1, min_dist=1.000m"
0.3100,-0.2000,0.2000,1,0.00000,0.00000,28.2,1.3946,1.5544,-0.2160,-0.0116,-1.3347,0.0250,"Planning succeeded: pos_err=0.0000m, cond=28.2, min_dist=1.000m"
0.3100,-0.2000,0.2200,1,0.00000,0.00000,25.1,1.4142,1.4997,-0.1535,0.0474,-1.3847,0.0883,"Planning succeeded: pos_err=0.0000m, cond=25.1, min_dist=1.000m"
0.3100,-0.2000,0.2400,1,0.00000,0.00000,22.6,1.4330,1.4427,-0.0938,0.1032,-1.4242,0.1583,"Planning succeeded: pos_err=0.0000m, cond=22.6, min_dist=1.000m"
0.3100,-0.2000,0.2600,1,0.00000,0.00000,20.5,1.4508,1.3807,-0.0338,0.1560,-1.4497,0.2323,"Planning succeeded: pos_err=0.0000m, cond=20.5, min_dist=1.000m"
0.3100,-0.2000,0.2800,1,0.00000,0.00000,18.8,1.4678,1.3118,0.0282,0.2069,-1.4580,0.3070,"Planning succeeded: pos_err=0.0000m, cond=18.8, min_dist=1.000m"
0.3100,-0.2000,0.3000,1,0.00000,0.00000,17.3,1.4840,1.2348,0.0922,0.2566,-1.4463,0.3795,"Planning succeeded: pos_err=0.0000m, cond=17.3, min_dist=1.000m"
0.3100,-0.2000,0.3200,1,0.00000,0.00000,16.1,1.4995,1.1494,0.1568,0.3058,-1.4123,0.4469,"Planning succeeded: pos_err=0.0000m, cond=16.1, min_dist=1.000m"
0.3100,-0.2000,0.3400,1,0.00000,0.00000,15.1,1.5138,1.0563,0.2188,0.3544,-1.3554,0.5066,"Planning succeeded: pos_err=0.0000m, cond=15.1, min_dist=1.000m"
0.3100,-0.2000,0.3600,1,0.00000,0.00000,14.2,1.5260,0.9577,0.2745,0.4022,-1.2772,0.5569,"Planning succeeded: pos_err=0.0000m, cond=14.2, min_dist=1.000m"
0.3100,-0.2000,0.3800,1,0.00000,0.00000,13.5,1.5353,0.8567,0.3203,0.4494,-1.1821,0.5972,"Planning succeeded: pos_err=0.0000m, cond=13.5, min_dist=1.000m"
0.3100,-0.2000,0.4000,1,0.00000,0.00000,13.0,1.5412,0.7574,0.3540,0.4961,-1.0768,0.6281,"Planning succeeded: pos_err=0.0000m, cond=13.0, min_dist=1.000m"
0.3100,-0.1800,0.0000,0,0.13262,0.00000,0.0,1.4404,1.9897,-1.3746,-0.7059,-0.0047,0.2797,"IK failed: position error=0.1326m, orientation error=0.0000rad"
0.3100,-0.1800,0.0200,0,0.07880,0.00000,0.0,1.4057,1.9897,-1.2009,-0.4622,-0.2330,0.0798,"IK failed: position error=0.0788m, orientation error=0.0000rad"
0.3100,-0.1800,0.0400,0,0.03321,0.00000,0.0,1.3757,1.9897,-1.0037,-0.3704,-0.5540,-0.0923,"IK failed: position error=0.0332m, orientation error=0.0000rad"
0.3100,-0.1800,0.0600,1,0.00523,0.00000,118.9,1.3665,1.9897,-0.8910,-0.3226,-0.7557,-0.2069,"Planning succeeded: pos_err=0.0052m, cond=118.9, min_dist=1.000m"
0.3100,-0.1800,0.0800,1,0.00000,0.00000,81.3,1.3616,1.9436,-0.7823,-0.2999,-0.9023,-0.2793,"Planning succeeded: pos_err=0.0000m, cond=81.3, min_dist=1.000m"
0.3100,-0.1800,0.1000,1,0.00000,0.00000,61.8,1.3591,1.8779,-0.6695,-0.2856,-1.0126,-0.3099,"Planning succeeded: pos_err=0.0000m, cond=61.8, min_dist=1.000m"
0.3100,-0.1800,0.1200,1,0.00000,0.00000,49.8,1.3619,1.8078,-0.5582,-0.2620,-1.0995,-0.2948,"Planning succeeded: pos_err=0.0000m, cond=49.8, min_dist=1.000m"
0.3100,-0.1800,0.1400,1,0.00000,0.00000,41.7,1.3719,1.7378,-0.4525,-0.2208,-1.1713,-0.2480,"Planning succeeded: pos_err=0.0000m, cond=41.7, min_dist=1.000m"
0.3100,-0.1800,0.1600,1,0.00000,0.00000,35.7,1.3882,1.6711,-0.3566,-0.1638,-1.2346,-0.1873,"Planning succeeded: pos_err=0.0000m, cond=35.7, min_dist=1.000m"
0.3100,-0.1800,0.1800,1,0.00000,0.00000,31.1,1.4087,1.6096,-0.2732,-0.0980,-1.2936,-0.1204,"Planning succeeded: pos_err=0.0000m, cond=31.1, min_dist=1.000m"
0.3100,-0.1800,0.2000,1,0.00000,0.00000,27.4,1.4307,1.5530,-0.2021,-0.0305,-1.3494,-0.0479,"Planning succeeded: pos_err=0.0000m, cond=27.4, min_dist=1.000m"
0.3100,-0.1800,0.2200,1,0.00000,0.00000,24.4,1.4525,1.4991,-0.1404,0.0345,-1.4005,0.0307,"Planning succeeded: pos_err=0.0000m, cond=24.4, min_dist=1.000m"
0.3100,-0.1800,0.2400,1,0.00000,0.00000,22.0,1.4732,1.4453,-0.0843,0.0955,-1.4442,0.1147,"Planning succeeded: pos_err=0.0000m, cond=22.0, min_dist=1.000m"
0.3100,-0.1800,0.2600,1,0.00000,0.00000,19.9,1.4928,1.3887,-0.0306,0.1531,-1.4776,0.2019,"Planning succeeded: pos_err=0.0000m, cond=19.9, min_dist=1.000m"
0.3100,-0.1800,0.2800,1,0.00000,0.00000,18.3,1.5116,1.3274,0.0232,0.2088,-1.4975,0.2893,"Planning succeeded: pos_err=0.0000m, cond=18.3, min_dist=1.000m"
0.3100,-0.1800,0.3000,1,0.00000,0.00000,16.9,1.5300,1.2594,0.0784,0.2640,-1.5010,0.3742,"Planning succeeded: pos_err=0.0000m, cond=16.9, min_dist=1.000m"
0.3100,-0.1800,0.3200,1,0.00000,0.00000,15.7,1.5481,1.1836,0.1353,0.3196,-1.4850,0.4539,"Planning succeeded: pos_err=0.0000m, cond=15.7, min_dist=1.000m"
0.3100,-0.1800,0.3400,1,0.00000,0.00000,14.7,1.5656,1.0990,0.1927,0.3755,-1.4468,0.5261,"Planning succeeded: pos_err=0.0000m, cond=14.7, min_dist=1.000m"
0.3100,-0.1800,0.3600,1,0.00000,0.00000,13.8,1.5817,1.0059,0.2483,0.4310,-1.3849,0.5885,"Planning succeeded: pos_err=0.0000m, cond=13.8, min_dist=1.000m"
0.3100,-0.1800,0.3800,1,0.00000,0.00000,13.1,1.5950,0.9059,0.2985,0.4849,-1.2999,0.6394,"Planning succeeded: pos_err=0.0000m, cond=13.1, min_dist=1.000m"
0.3100,-0.1800,0.4000,1,0.00000,0.00000,12.6,1.6042,0.8024,0.3397,0.5367,-1.1958,0.6782,"Planning succeeded: pos_err=0.0000m, cond=12.6, min_dist=1.000m"
0.3100,-0.1600,0.0000,0,0.13379,0.00000,0.0,1.4833,1.9897,-1.3742,0.3456,-0.0041,0.3906,"IK failed: position error=0.1338m, orientation error=0.0000rad"
0.3100,-0.1600,0.0200,0,0.11703,0.00000,0.0,1.4069,1.9897,-1.2958,-0.8614,-0.2995,-0.1707,"IK failed: position error=0.1170m, orientation error=0.0000rad"
0.3100,-0.1600,0.0400,0,0.08040,0.00000,0.0,1.3491,1.9897,-1.1514,-0.7776,-0.5915,-0.3627,"IK failed: position error=0.0804m, orientation error=0.0000rad"
0.3100,-0.1600,0.0600,0,0.03585,0.00000,0.0,1.3417,1.9897,-0.9925,-0.6264,-0.7806,-0.4838,"IK failed: position error=0.0359m, orientation error=0.0000rad"
0.3100,-0.1600,0.0800,1,0.00000,0.00000,72.7,1.3518,1.9753,-0.8439,-0.5009,-0.9247,-0.5366,"Planning succeeded: pos_err=0.0000m, cond=72.7, min_dist=1.000m"
0.3100,-0.1600,0.1000,1,0.00000,0.00000,57.5,1.3653,1.8999,-0.7060,-0.4117,-1.0356,-0.5371,"Planning succeeded: pos_err=0.0000m, cond=57.5, min_dist=1.000m"
0.3100,-0.1600,0.1200,1,0.00000,0.00000,47.4,1.3801,1.8241,-0.5795,-0.3410,-1.1229,-0.4927,"Planning succeeded: pos_err=0.0000m, cond=47.4, min_dist=1.000m"
0.3100,-0.1600,0.1400,1,0.00000,0.00000,40.1,1.3977,1.7501,-0.4641,-0.2729,-1.1943,-0.4168,"Planning succeeded: pos_err=0.0000m, cond=40.1, min_dist=1.000m"
0.3100,-0.1600,0.1600,1,0.00000,0.00000,34.6,1.4187,1.6794,-0.3605,-0.2008,-1.2551,-0.3282,"Planning succeeded: pos_err=0.0000m, cond=34.6, min_dist=1.000m"
0.3100,-0.1600,0.1800,1,0.00000,0.00000,30.3,1.4423,1.6137,-0.2704,-0.1254,-1.3100,-0.2366,"Planning succeeded: pos_err=0.0000m, cond=30.3, min_dist=1.000m"
0.3100,-0.1600,0.2000,1,0.00000,0.00000,26.8,1.4669,1.5536,-0.1943,-0.0504,-1.3617,-0.1433,"Planning succeeded: pos_err=0.0000m, cond=26.8, min_dist=1.000m"
0.3100,-0.1600,0.2200,1,0.00000,0.00000,23.9,1.4910,1.4981,-0.1303,0.0210,-1.4109,-0.0468,"Planning succeeded: pos_err=0.0000m, cond=23.9, min_dist=1.000m"
0.3100,-0.1600,0.2400,1,0.00000,0.00000,21.5,1.5137,1.4454,-0.0755,0.0876,-1.4562,0.0532,"Planning succeeded: pos_err=0.0000m, cond=21.5, min_dist=1.000m"
0.3100,-0.1600,0.2600,1,0.00000,0.00000,19.6,1.5351,1.3932,-0.0269,0.1502,-1.4954,0.1555,"Planning succeeded: pos_err=0.0000m, cond=19.6, min_dist=1.000m"
0.3100,-0.1600,0.2800,1,0.00000,0.00000,17.9,1.5556,1.3391,0.0185,0.2105,-1.5260,0.2578,"Planning succeeded: pos_err=0.0000m, cond=17.9, min_dist=1.000m"
0.3100,-0.1600,0.3000,1,0.00000,0.00000,16.5,1.5759,1.2813,0.0625,0.2710,-1.5450,0.3574,"Planning succeeded: pos_err=0.0000m, cond=16.5, min_dist=1.000m"
0.3100,-0.1600,0.3200,1,0.00000,0.00000,15.3,1.5964,1.2179,0.1068,0.3332,-1.5494,0.4518,"Planning succeeded: pos_err=0.0000m, cond=15.3, min_dist=1.000m"
0.3100,-0.1600,0.3400,1,0.00000,0.00000,14.3,1.6172,1.1469,0.1522,0.3979,-1.5357,0.5387,"Planning succeeded: pos_err=0.0000m, cond=14.3, min_dist=1.000m"
0.3100,-0.1600,0.3600,1,0.00000,0.00000,13.5,1.6379,1.0670,0.1989,0.4644,-1.5003,0.6162,"Planning succeeded: pos_err=0.0000m, cond=13.5, min_dist=1.000m"
0.3100,-0.1600,0.3800,1,0.00000,0.00000,12.8,1.6570,0.9771,0.2456,0.5307,-1.4402,0.6824,"Planning succeeded: pos_err=0.0000m, cond=12.8, min_dist=1.000m"
0.3100,-0.1600,0.4000,1,0.00000,0.00000,12.2,1.6727,0.8777,0.2903,0.5939,-1.3544,0.7354,"Planning succeeded: pos_err=0.0000m, cond=12.2, min_dist=1.000m"
0.3100,-0.1400,0.0000,0,0.45739,0.00000,0.0,-1.6144,-1.8849,-1.3741,-2.1708,-0.0037,-0.1660,"IK failed: position error=0.4574m, orientation error=0.0000rad"
